-1.412,99.8,5.078,2013-06-01 00:10
-1.418,99.8,3.732,2013-06-01 00:20
-1.619,99.8,4.209,2013-06-01 00:30
-1.471,99.8,3.244,2013-06-01 00:40
-1.678,99.8,2.752,2013-06-01 00:50
-1.677,99.7,5.178,2013-06-01 01:00
-1.371,99.8,6.068,2013-06-01 01:10
-1.223,99.8,5.877,2013-06-01 01:20
-1.217,99.8,6.2,2013-06-01 01:30
-1.365,99.8,6.755,2013-06-01 01:40
-1.499,99.8,7.527,2013-06-01 01:50
-1.581,99.8,6.535,2013-06-01 02:00
-1.636,99.8,6.846,2013-06-01 02:10
-1.704,99.8,5.003,2013-06-01 02:20
-1.631,99.8,4.616,2013-06-01 02:30
-1.521,99.8,4.265,2013-06-01 02:40
-1.389,99.8,3.784,2013-06-01 02:50
-1.278,99.8,3.436,2013-06-01 03:00
-1.184,99.8,3.902,2013-06-01 03:10
-1.176,99.8,3.978,2013-06-01 03:20
-1.216,99.8,4.352,2013-06-01 03:30
-1.199,99.8,4.51,2013-06-01 03:40
-1.168,99.8,2.476,2013-06-01 03:50
-1.102,99.8,2.719,2013-06-01 04:00
-1.064,99.8,2.813,2013-06-01 04:10
-1.023,99.8,3.133,2013-06-01 04:20
-0.751,99.8,2.15,2013-06-01 04:30
-0.86,99.8,1.844,2013-06-01 04:40
-0.972,99.8,2.126,2013-06-01 04:50
-1.017,99.8,3.006,2013-06-01 05:00
-0.964,99.8,4.696,2013-06-01 05:10
-0.899,99.8,4.815,2013-06-01 05:20
-0.806,99.8,3.039,2013-06-01 05:30
-0.659,99.8,4.329,2013-06-01 05:40
-0.603,99.8,5.865,2013-06-01 05:50
-0.571,99.8,4.803,2013-06-01 06:00
-0.53,99.8,4.129,2013-06-01 06:10
-0.391,99.8,2.524,2013-06-01 06:20
-0.287,99.8,3.667,2013-06-01 06:30
-0.191,99.8,3.434,2013-06-01 06:40
-0.066,99.8,2.164,2013-06-01 06:50
0.124,99.8,2.659,2013-06-01 07:00
0.103,99.8,1.513,2013-06-01 07:10
0.289,99.8,4.006,2013-06-01 07:20
0.284,99.8,5.316,2013-06-01 07:30
0.071,99.8,4.878,2013-06-01 07:40
-0.0060,99.8,5.179,2013-06-01 07:50
-0.015,99.8,4.825,2013-06-01 08:00
0.15,99.8,5.261,2013-06-01 08:10
0.365,99.8,3.62,2013-06-01 08:20
0.592,99.8,5.495,2013-06-01 08:30
0.354,99.8,5.714,2013-06-01 08:40
-0.181,99.8,4.695,2013-06-01 08:50
-0.017,99.8,5.162,2013-06-01 09:00
0.344,99.8,2.822,2013-06-01 09:10
0.527,99.8,2.187,2013-06-01 09:20
0.554,99.8,2.448,2013-06-01 09:30
0.525,99.8,2.56,2013-06-01 09:40
0.426,99.8,2.907,2013-06-01 09:50
0.34,99.9,2.472,2013-06-01 10:00
0.678,99.9,2.828,2013-06-01 10:10
0.834,99.8,1.85,2013-06-01 10:20
0.923,99.8,3.195,2013-06-01 10:30
0.944,99.8,3.105,2013-06-01 10:40
0.979,99.8,3.0,2013-06-01 10:50
0.961,99.8,4.048,2013-06-01 11:00
0.985,99.8,2.019,2013-06-01 11:10
1.032,99.8,2.774,2013-06-01 11:20
1.078,99.8,2.766,2013-06-01 11:30
1.114,99.8,3.51,2013-06-01 11:40
1.079,99.8,2.403,2013-06-01 11:50
1.063,99.8,4.371,2013-06-01 12:00
1.054,99.8,4.618,2013-06-01 12:10
1.054,99.8,4.93,2013-06-01 12:20
1.113,99.8,3.961,2013-06-01 12:30
1.018,99.8,3.917,2013-06-01 12:40
1.039,99.8,3.219,2013-06-01 12:50
1.129,99.8,2.535,2013-06-01 13:00
1.048,99.8,3.395,2013-06-01 13:10
1.05,99.8,4.093,2013-06-01 13:20
1.098,99.8,4.191,2013-06-01 13:30
1.009,99.8,5.157,2013-06-01 13:40
0.831,99.8,7.071,2013-06-01 13:50
0.858,99.8,6.1,2013-06-01 14:00
0.913,99.8,5.134,2013-06-01 14:10
0.826,99.8,5.613,2013-06-01 14:20
0.906,99.8,5.136,2013-06-01 14:30
0.889,99.8,4.439,2013-06-01 14:40
0.952,99.8,6.4,2013-06-01 14:50
0.905,99.8,7.063,2013-06-01 15:00
0.853,99.8,4.791,2013-06-01 15:10
0.932,99.8,4.013,2013-06-01 15:20
0.792,99.8,8.52,2013-06-01 15:30
0.627,99.8,9.4,2013-06-01 15:40
0.472,99.8,9.68,2013-06-01 15:50
0.426,99.8,8.43,2013-06-01 16:00
0.215,99.8,9.96,2013-06-01 16:10
0.018,99.8,10.33,2013-06-01 16:20
-0.086,99.8,8.5,2013-06-01 16:30
-0.229,99.8,8.08,2013-06-01 16:40
-0.054,99.8,7.32,2013-06-01 16:50
-0.301,99.8,6.782,2013-06-01 17:00
-0.202,99.8,6.213,2013-06-01 17:10
-0.308,99.8,6.003,2013-06-01 17:20
-0.258,99.8,4.259,2013-06-01 17:30
-0.335,99.8,7.065,2013-06-01 17:40
-0.413,99.8,5.494,2013-06-01 17:50
-0.407,99.8,6.121,2013-06-01 18:00
-0.367,99.8,4.431,2013-06-01 18:10
-0.614,99.8,6.586,2013-06-01 18:20
-0.823,99.8,6.634,2013-06-01 18:30
-0.864,99.8,4.877,2013-06-01 18:40
-0.995,99.8,5.521,2013-06-01 18:50
-1.037,99.7,6.016,2013-06-01 19:00
-0.995,99.7,4.32,2013-06-01 19:10
-0.913,99.8,3.572,2013-06-01 19:20
-0.754,99.8,4.431,2013-06-01 19:30
-0.697,99.8,4.539,2013-06-01 19:40
-0.68,99.8,5.181,2013-06-01 19:50
-0.659,99.8,6.666,2013-06-01 20:00
-0.713,99.8,6.085,2013-06-01 20:10
-0.699,99.8,8.17,2013-06-01 20:20
-0.586,99.8,6.545,2013-06-01 20:30
-0.556,99.8,8.85,2013-06-01 20:40
-0.549,99.8,7.323,2013-06-01 20:50
-0.527,99.8,5.191,2013-06-01 21:00
-0.586,99.8,7.225,2013-06-01 21:10
-0.593,99.8,6.67,2013-06-01 21:20
-0.645,99.8,6.943,2013-06-01 21:30
-0.631,99.8,4.475,2013-06-01 21:40
-0.563,99.8,6.612,2013-06-01 21:50
-0.639,99.8,6.767,2013-06-01 22:00
-0.674,99.8,7.188,2013-06-01 22:10
-0.655,99.8,4.14,2013-06-01 22:20
-0.688,99.8,6.21,2013-06-01 22:30
-0.679,99.8,7.453,2013-06-01 22:40
-0.673,99.8,5.598,2013-06-01 22:50
-0.574,99.8,5.544,2013-06-01 23:00
-0.444,99.8,7.41,2013-06-01 23:10
-0.441,99.8,6.784,2013-06-01 23:20
-0.446,99.8,8.9,2013-06-01 23:30
-0.409,99.8,7.496,2013-06-01 23:40
-0.345,99.8,8.65,2013-06-01 23:50
-0.316,99.8,7.746,2013-06-02 00:00
-0.265,99.8,7.29,2013-06-02 00:10
-0.212,99.8,7.296,2013-06-02 00:20
-0.125,99.8,8.33,2013-06-02 00:30
-0.158,99.8,8.35,2013-06-02 00:40
-0.207,99.8,7.575,2013-06-02 00:50
-0.272,99.8,7.584,2013-06-02 01:00
-0.265,99.8,4.907,2013-06-02 01:10
-0.377,99.8,7.783,2013-06-02 01:20
-0.391,99.8,8.63,2013-06-02 01:30
-0.399,99.8,7.088,2013-06-02 01:40
-0.362,99.8,7.631,2013-06-02 01:50
-0.311,99.8,8.57,2013-06-02 02:00
-0.391,99.8,7.204,2013-06-02 02:10
