-1.481,99.8,4.665,2013-06-01 00:10
-1.33,99.8,5.766,2013-06-01 00:20
-1.173,99.8,6.025,2013-06-01 00:30
-1.176,99.8,5.61,2013-06-01 00:40
-1.211,99.8,5.417,2013-06-01 00:50
-1.407,99.8,4.898,2013-06-01 01:00
-1.363,99.8,5.975,2013-06-01 01:10
-1.365,99.8,5.847,2013-06-01 01:20
-1.439,99.8,5.342,2013-06-01 01:30
-1.55,99.8,5.634,2013-06-01 01:40
-1.683,99.8,5.722,2013-06-01 01:50
-1.864,99.8,4.851,2013-06-01 02:00
-1.955,99.9,4.07,2013-06-01 02:10
-2.021,99.8,3.639,2013-06-01 02:20
-1.831,99.8,3.579,2013-06-01 02:30
-1.674,99.8,3.266,2013-06-01 02:40
-1.491,99.8,3.572,2013-06-01 02:50
-1.412,99.9,3.412,2013-06-01 03:00
-1.386,99.8,3.347,2013-06-01 03:10
-1.351,99.8,3.17,2013-06-01 03:20
-1.348,99.8,3.456,2013-06-01 03:30
-1.367,99.9,3.174,2013-06-01 03:40
-1.335,99.8,3.186,2013-06-01 03:50
-1.337,99.8,3.46,2013-06-01 04:00
-1.491,99.8,3.855,2013-06-01 04:10
-1.179,99.8,2.78,2013-06-01 04:20
-1.268,99.8,3.257,2013-06-01 04:30
-1.415,99.8,3.662,2013-06-01 04:40
-1.286,99.8,2.933,2013-06-01 04:50
-1.327,99.9,2.797,2013-06-01 05:00
-1.317,99.8,3.157,2013-06-01 05:10
-1.206,99.8,3.216,2013-06-01 05:20
-1.237,99.8,3.598,2013-06-01 05:30
-1.201,99.8,3.658,2013-06-01 05:40
-1.078,99.8,4.005,2013-06-01 05:50
-0.956,99.8,3.827,2013-06-01 06:00
-0.845,99.8,4.099,2013-06-01 06:10
-0.765,99.8,4.462,2013-06-01 06:20
-0.855,99.8,4.434,2013-06-01 06:30
-0.833,99.8,4.483,2013-06-01 06:40
-0.618,99.8,4.735,2013-06-01 06:50
-0.521,99.9,3.513,2013-06-01 07:00
-0.556,99.8,3.409,2013-06-01 07:10
-0.578,99.8,4.509,2013-06-01 07:20
-0.666,99.9,4.837,2013-06-01 07:30
-0.761,99.8,4.574,2013-06-01 07:40
-0.84,99.8,3.796,2013-06-01 07:50
-0.86,99.8,4.313,2013-06-01 08:00
-0.827,99.8,4.802,2013-06-01 08:10
-0.749,99.8,5.124,2013-06-01 08:20
-0.715,99.8,5.924,2013-06-01 08:30
-0.718,99.8,8.14,2013-06-01 08:40
-0.874,99.8,6.958,2013-06-01 08:50
-0.8,99.8,5.519,2013-06-01 09:00
-0.793,99.8,4.261,2013-06-01 09:10
-0.599,99.8,3.634,2013-06-01 09:20
